inn,revenue,net_profit,total_assets,total_liabilities,current_assets,current_liabilities,equity,region,industry,company_age,authorized_capital,is_bankrupt
0000000501,3505100.060929387,-1732209.5234960248,3399783.2297315057,3826374.259267759,1032710.1895058244,1967085.7030393637,-426591.0295362533,Ekaterinburg,Construction,14,155605.97048988394,1
0000000502,4506319.6996170925,-707817.0030191769,2357659.3866509264,2015435.3554832165,614261.0035080282,1740390.0999410287,342224.03116770997,Moscow_region,IT,8,86450.87963726885,1
0000000503,2423373.9348074906,-910742.0839152152,3267331.750618021,2353024.2632909627,973178.2783497217,1617522.5224485341,914307.4873270583,Ekaterinburg,Services,13,94137.58037302158,1
0000000504,38568526.09140635,5210651.528903744,73802411.6078102,15380692.902138239,30283298.72538107,6671339.6315863505,58421718.70567196,Moscow,IT,7,336718.901179559,0
0000000505,2074853.4252854094,-313290.2992959226,2813535.99377185,2139337.6987513816,1387325.5173650375,1229632.6310099193,674198.2950204685,SPB,Services,7,188853.53462951133,1
0000000506,1450277.2039149746,-460180.37187529623,2162906.1651718817,2341687.986895311,1035644.9905792444,1362677.3298373136,-178781.8217234295,Ekaterinburg,Construction,9,54761.763366488725,1
0000000507,14496890.12447488,1607677.351386766,42872627.33998729,19597548.07227181,26379649.675157305,11621057.750334363,23275079.267715484,Ekaterinburg,Services,14,277063.8079326462,0
0000000508,4267470.718810126,-394834.5092899541,5216448.051221872,5356214.352306616,1472064.083905394,3948721.6067242837,-139766.3010847438,Ekaterinburg,Manufacturing,13,125560.16158562487,1
0000000509,1218823.1366061931,-570224.0972530422,987100.452262356,925065.4653854399,247175.89130503248,593817.0206421119,62034.986876916024,Moscow_region,Manufacturing,11,20904.450300771976,1
0000000510,181636.30909665837,-56957.58165829064,300176.23163597577,221752.63568965677,85458.41719481845,162792.76358240042,78423.595946319,Moscow_region,Services,7,11397.078465341127,1
0000000511,4558657.774982621,-480965.60257858294,5878476.831513599,6459871.949727811,2700042.487693724,4410511.350376225,-581395.1182142124,Novosibirsk,Services,14,83349.6777738488,1
0000000512,507793.0244195542,-12883.829819034843,567180.3831384883,416524.2016904289,206972.7296481071,277765.7081548615,150656.1814480594,Ekaterinburg,IT,12,48758.9746857836,1
0000000513,48606342.41561149,7413587.537249055,59649321.15169626,23129784.01778757,39210918.7901336,9054638.22934881,36519537.13390869,Novosibirsk,IT,20,216888.4949581152,0
0000000514,4868978.326849409,-1895135.5384769063,1539686.34277948,1135750.7343972758,481545.74081810407,940649.0417119415,403935.6083822041,SPB,Trade,7,197743.57443138072,1
0000000515,44611434.54377872,6337994.446285168,101454358.99275835,60211603.04184605,42108895.998288356,19810121.247624326,41242755.9509123,Ekaterinburg,Construction,19,317733.7531306984,0
0000000516,2829389.7832709355,152474.71216674428,2750124.62494735,1005894.8207297134,1872141.3982210502,439694.6294248936,1744229.8042176366,Moscow,Construction,21,794326.4274585134,0
0000000517,4477192.019561801,-1172746.917613188,5419292.63324129,5085961.136164548,1716629.1465582643,4348343.247351287,333331.49707674235,Moscow_region,Construction,1,159186.07804033984,1
0000000518,380459.798232366,4584.251739570522,146805.19440555916,142937.22576331193,68577.44582450276,86489.65401068488,3867.9686422472296,Moscow,Construction,5,120167.61944906774,1
0000000519,3574107.40549926,-631920.622256879,6058133.646545833,5428896.633924479,2025025.4149067781,4299689.871496226,629237.0126213543,Novosibirsk,IT,13,106987.42495582385,1
0000000520,43549225.505511306,6290480.296259272,99388300.40649848,35497896.51314644,47469172.570657864,14346746.44423345,63890403.89335204,SPB,Services,11,55874.63150885184,0
0000000521,547496.0982344296,-225132.46112261398,1058457.0781431296,1025401.5396112902,216199.37410134793,618371.2690797478,33055.53853183938,Moscow,Construction,14,141652.69309470587,1
0000000522,1508804.8769804193,-307764.4254667802,1820599.4521265482,1643678.3850422697,456512.7058003695,1464488.8826103292,176921.06708427845,Novosibirsk,Construction,5,20970.80509873684,1
0000000523,27417459.98439147,5181736.162260629,49020158.457363635,29221606.083493207,28598482.841200657,12018616.134057777,19798552.37387043,Moscow,Trade,13,211939.38600255994,0
0000000524,21874451.207834974,4513923.491901278,37414774.02443741,19366103.29642304,21436670.221347123,7797196.590765086,18048670.728014372,Ekaterinburg,Trade,14,720215.5234394609,0
0000000525,1256383.3689552639,-529000.7002399612,772920.8240006097,611404.7685981732,273504.88459833874,512307.69215454056,161516.05540243653,Moscow_region,Trade,11,144321.70051375031,1
0000000526,4353100.170981424,-780475.3110472546,6619429.04196638,5864958.328202922,1507474.7137905532,4006705.623858298,754470.7137634577,Moscow_region,Services,9,174741.434652,1
0000000527,2618381.6887844694,-315337.6905022543,4513211.071214399,3888108.056851016,2106332.1118988823,2193878.3657948165,625103.0143633834,Novosibirsk,Construction,14,140676.1492094896,1
0000000528,2940077.391838614,374147.01932065835,4068135.047416189,1327242.4277087476,2226514.430612687,525880.0938431042,2740892.619707442,Novosibirsk,IT,20,56456.7211568062,0
0000000529,3918889.3346420866,-833260.7228608248,5446246.112699636,5953650.139633699,1751144.6727966552,2983274.420439523,-507404.02693406306,SPB,Manufacturing,3,125391.63919068253,1
0000000530,3723947.768386539,-1429871.4148392654,6445250.2050996125,4609494.079238303,2920625.550787739,3153500.6529948376,1835756.1258613095,SPB,Services,3,188186.90199716276,1
0000000531,10355124.28682832,1238104.9418225305,21234084.513450645,8874157.81779905,9294011.16631471,3433574.900917405,12359926.695651595,Moscow_region,Construction,19,307585.14071155863,0
0000000532,136220.31707703584,-29965.135477687632,73128.94003283893,82863.39030999335,33747.23353496196,55297.91592735852,-9734.450277154421,Moscow_region,IT,4,55915.19495564518,1
0000000533,5028632.160179207,1002310.1851623006,2672672.751434179,1223533.6153398245,1215690.2119321676,452366.3334672447,1449139.1360943546,Moscow,Construction,19,716487.0023227952,0
0000000534,16804273.830452748,3170554.8965538563,40592633.779251695,13056127.632737212,26120876.960512888,5068062.711387084,27536506.146514483,Novosibirsk,Construction,14,740667.6006634273,0
0000000535,33284736.720209327,5722857.196017278,92789396.18703242,24361378.72130216,58043427.77093836,11461555.709296785,68428017.46573025,Ekaterinburg,Manufacturing,15,51972.69172007715,0
0000000536,4456102.992991863,-832766.591765512,6122365.168274311,5873637.49293821,1318449.2079985312,3483909.44655667,248727.6753361011,Moscow,IT,7,66324.5286713891,1
0000000537,13276328.337084029,1895820.9659656994,11061978.099700956,6317476.812488657,7304341.721154541,3236356.0364832394,4744501.287212298,SPB,IT,16,787083.3917462084,0
0000000538,32373443.874854352,7020665.583461213,62914016.76328012,28850037.12905918,33816852.99380265,13230978.88143584,34063979.63422094,Ekaterinburg,Construction,9,832559.0685532604,0
0000000539,14986427.334536687,2384124.6351414607,12491799.211165115,5954308.043504164,7976057.031427115,2078091.2272656108,6537491.167660952,SPB,IT,24,605783.4102827288,0
0000000540,3367983.5460303635,-1189136.5155560188,6224473.08848699,5713045.687432754,1485942.682025228,4552837.5280946,511427.4010542361,SPB,Construction,13,24302.956163817988,1
0000000541,13245221.21637723,1021634.2894343613,15233595.158260759,5393046.444952022,10402943.455429094,2605449.86527245,9840548.713308737,Moscow_region,Trade,17,481229.8296007061,0
0000000542,4305213.275787446,-1748645.8132717684,4488134.427424843,4182942.247261515,1960097.7130563275,3100217.5673201783,305192.18016332854,SPB,Services,11,14682.436880901307,1
0000000543,4198255.029310957,150892.09049997618,8222380.13709151,6024031.2533781715,3671718.6244035633,4569372.12257742,2198348.8837133385,Moscow_region,IT,1,107703.13214053574,1
0000000544,4567910.99074329,-1180705.1208470827,1680587.2338164854,1480843.9707661222,752763.7491109532,1155946.2713440785,199743.26305036317,SPB,Manufacturing,10,20469.291680177907,1
0000000545,46463498.878259726,8280595.634844499,59432961.797603995,24375080.49659414,24950943.494938623,14424452.858696101,35057881.301009856,Ekaterinburg,Manufacturing,19,981992.6191417425,0
0000000546,3344937.5758150057,-356479.12648825906,2528249.29227432,2168818.811640204,600649.7593675065,1653082.349083138,359430.4806341161,Moscow_region,IT,1,12264.416765865997,1
0000000547,4866689.138116576,198004.09356641676,5546879.772715228,6293912.187769606,2335502.283565887,4408357.39553295,-747032.4150543781,Moscow,Services,14,90047.16751033928,1
0000000548,22584388.194629893,4163026.488081761,30144651.68757007,9094751.87606806,17764689.92236299,2796592.7715818244,21049899.81150201,SPB,Trade,22,538322.2013826843,0
0000000549,2954415.5094596064,-366100.7984878137,4668868.8572136285,4966398.107440215,2151811.3306107023,2859539.6568999337,-297529.2502265861,Moscow,Construction,5,20830.45363486746,1
0000000550,2925729.9260780406,481440.72415810137,7456922.590603541,2465971.163844701,3764883.2887822897,1180963.329099461,4990951.42675884,Moscow_region,Trade,15,75277.94777379993,0
0000000551,2945704.3953727297,-271221.98837419064,4265063.076977915,3424593.986881621,1304018.784991365,1885047.406591774,840469.090096294,Moscow,Construction,14,68104.56714389616,1
0000000552,479316.60472527787,-104462.52477463067,423529.73483904294,366050.5308658326,161227.98258310326,230220.134676224,57479.20397321036,SPB,Manufacturing,5,158477.79686339476,1
0000000553,375448.1367534045,-33363.69173854569,655701.2810857529,552800.4537117485,257122.8856247268,345867.7994271132,102900.82737400441,Ekaterinburg,Trade,1,16272.267821062178,1
0000000554,35754900.15626936,3045532.9122319045,38917712.64721662,15479454.995623417,26248070.16996943,5627003.42736438,23438257.6515932,Novosibirsk,IT,12,771027.9902613291,0
0000000555,818411.3300832273,-118456.57670485048,569527.9830012487,443309.3134730637,230675.24950172272,326929.0252450347,126218.66952818498,Moscow_region,Construction,10,68797.88952477466,1
0000000556,49212428.46634245,5337077.59889719,60877894.865133464,20809238.40570243,34662547.68273403,7817964.763880338,40068656.45943104,Moscow,Manufacturing,5,296013.5247737265,0
0000000557,47391349.971293315,4318503.475600157,96403861.78852609,27883326.02204129,54342914.68340018,14086448.268129967,68520535.7664848,Moscow_region,IT,15,336507.526379874,0
0000000558,5680691.797150817,764556.9737756539,14138934.788568001,3627392.0990099213,6208351.547299678,1788408.3560290022,10511542.68955808,Novosibirsk,IT,22,848017.8903246636,0
0000000559,12224048.79452904,1014434.7581516415,9920275.92965747,3435983.987834209,4650804.423215572,1255820.9953538838,6484291.941823261,Ekaterinburg,Manufacturing,14,647297.3143069933,0
0000000560,44603207.29218984,7310441.219417065,115119879.099075,68686245.6091735,51698594.93134438,34860556.33146417,46433633.4899015,Moscow,Services,16,493666.97319565463,0
0000000561,7024438.079885628,1597417.2705101804,8341955.251880734,2414537.637602639,5481741.395777246,1316242.0447479286,5927417.614278095,Novosibirsk,Services,6,649103.5302339265,0
0000000562,581890.1157920443,-147159.4279129594,1104919.2751038228,1299846.0338608539,300316.7119890189,974423.5584206977,-194926.75875703106,Moscow,Trade,4,22784.076455087765,1
0000000563,8546779.693605047,1024797.8605775655,11019387.198713664,5692011.207950495,6657563.327204971,2219126.7409832673,5327375.990763169,Novosibirsk,Services,20,188791.73726425422,0
0000000564,2085465.9986191154,-359067.240674732,1006583.4054544515,713120.4556885465,475982.41872869775,433471.6977320173,293462.9497659049,Moscow,Construction,10,11338.153778586953,1
0000000565,33311559.48791595,8097697.899200963,92923790.09306532,37276397.726419255,59334914.335531496,12700954.240884973,55647392.36664607,Moscow,Services,15,966135.5723341872,0
0000000566,13950021.145459896,2974021.1604935057,20168787.37176212,4746901.328229069,10138197.101441478,2821629.354312262,15421886.04353305,Moscow_region,Construction,16,538833.7008308835,0
0000000567,774897.0845502623,-364285.74164645723,256880.78347020556,198263.33448983793,102080.530511462,156824.4797443227,58617.448980367626,Ekaterinburg,Construction,2,56304.56026182511,1
0000000568,35574885.51550735,6986002.043953018,33259290.061165333,11457373.884324078,19662581.208737433,3680211.4069937775,21801916.176841255,Moscow_region,Construction,8,603125.576362457,0
0000000569,31929021.64082832,7081424.995960764,43484914.19153771,15485770.190262172,29017766.104603693,8425538.789652286,27999144.001275536,SPB,Manufacturing,6,624089.1988304049,0
0000000570,31525140.711152483,1757849.289432886,66495964.03795059,20670785.14978694,35568896.846231125,8342302.357558715,45825178.88816365,Moscow,Services,10,887876.7773835771,0
0000000571,4332569.152528516,-1196978.108947455,6914841.297664779,5337829.298884589,1400847.9700528525,2711559.491322153,1577011.99878019,Moscow_region,Manufacturing,10,92705.61759565047,1
0000000572,21422987.673042573,4147782.4568142067,34421048.13697618,16965710.646311834,16174646.351890009,9228372.782613236,17455337.490664348,SPB,IT,14,384134.10577836965,0
0000000573,29121809.87055283,4936918.150794985,68358385.5058973,14469279.798129912,38442805.3561963,4570443.676057213,53889105.70776738,SPB,Construction,20,244043.64453957658,0
0000000574,2452899.2247832506,-570943.9776759122,3095431.3655941267,3585679.5992411263,1362749.5124512336,2439882.9547719015,-490248.2336469996,Moscow,IT,8,122885.91438073474,1
0000000575,23464845.0410171,2326861.262588153,65398995.72865861,21853906.65101596,44842731.35717043,10050974.160172801,43545089.07764265,Moscow_region,Manufacturing,5,655231.5944119798,0
0000000576,2347655.0667709373,-939303.1730632244,1911162.036251849,1386359.4157546873,650731.9008340889,1166276.6174666798,524802.6204971618,SPB,Services,2,144980.14485235824,1
0000000577,512643.7547677819,21283.29902076689,734563.3493322515,619018.0287543474,276006.68270295963,336617.63774812984,115545.32057790412,Novosibirsk,Construction,7,68224.04394454617,1
0000000578,1518238.2033471074,-358617.271834735,2966387.0458913576,2083691.7228256518,960526.432212185,1125574.8873190582,882695.3230657058,Ekaterinburg,Services,9,72873.80549823708,1
0000000579,4980368.880593428,-297353.6321261162,8653846.911496576,8806435.812467251,1838665.1516832605,5131678.090333686,-152588.90097067505,SPB,Trade,9,13733.781721901083,1
0000000580,1773694.896454683,-556623.0897788724,553492.2795480787,575701.3477577192,247760.83876796684,321611.71232274856,-22209.068209640565,Moscow,Trade,3,133521.5124496506,1
0000000581,31837713.7615638,7316459.332953264,65565292.41015221,16628011.03653622,28503069.34852679,9199543.028756179,48937281.373615995,Novosibirsk,IT,8,544220.3624788241,0
0000000582,33781239.24832181,6345342.384645652,45728768.925716594,13089581.438314198,29454498.2534696,4779411.552294402,32639187.487402394,Ekaterinburg,Trade,16,814863.2483169317,0
0000000583,996175.9600364764,-187187.6746329429,937315.020993761,1108341.5508827148,264381.51999574015,731353.8033831221,-171026.52988895378,Moscow_region,Trade,3,192469.68717820474,1
0000000584,28559492.44805769,6752988.428585941,61827528.87522994,32710657.129804865,24977354.74719193,15132100.115245208,29116871.745425075,Novosibirsk,Manufacturing,22,524019.5470097534,0
0000000585,38394396.79961553,3533758.610197529,50243181.70160153,26513009.69025241,28184298.76966291,14793787.853531916,23730172.01134912,Moscow,Trade,21,632460.4271157795,0
0000000586,2639990.7703430713,-1214147.2031091284,3605213.4708482227,2980067.484777071,1590288.6319118121,2464899.730295562,625145.9860711517,Ekaterinburg,Trade,5,187539.84120007762,1
0000000587,27572317.932759646,4390878.396800939,19953612.437791936,7326839.466506323,13089279.226017566,4079921.8840587405,12626772.971285613,Novosibirsk,Trade,16,921667.6498665275,0
0000000588,1288053.2295085308,223137.95313747227,3738025.1989466045,2097582.408954317,2276556.1962934174,690088.1994868862,1640442.7899922873,Moscow,Manufacturing,7,273898.40784709074,0
0000000589,721328.8157211242,-16859.164890567423,944275.6347399891,721006.6140407777,309970.3340023092,406895.8412361073,223269.0206992114,Ekaterinburg,Trade,2,96120.81754345405,1
0000000590,9987730.28209858,1447310.70936041,14019955.523211336,4815725.848246454,7834074.034141542,2289004.9180363836,9204229.674964882,Ekaterinburg,Manufacturing,23,518333.5749351846,0
0000000591,42415857.59255239,9178295.671141403,63997045.13400574,21331491.49691786,35043400.04073662,10064875.02541299,42665553.63708788,Ekaterinburg,Manufacturing,8,804257.3304798111,0
0000000592,5787639.151717535,565851.8778959108,16629061.76496684,5355220.967630947,7494016.171728588,2346667.668215655,11273840.797335893,Moscow_region,Manufacturing,19,83401.28775763445,0
0000000593,4559531.689805288,500174.332462455,9943903.840548147,3296444.4061127463,4807217.73153169,1171327.4275213752,6647459.4344354,Novosibirsk,Trade,8,484876.38206892746,0
0000000594,35610158.29346802,1931137.626143721,55100753.29763968,28120450.47952629,27639633.628028043,13191897.517257998,26980302.818113394,Ekaterinburg,Manufacturing,8,921222.9404963226,0
0000000595,3448299.1768758767,-1376008.397260929,5846807.335654374,5346567.331988381,1500850.2900467599,3275943.0691424985,500240.003665993,Novosibirsk,Manufacturing,1,108649.32517465742,1
0000000596,47216435.91949471,11582094.0983024,68022279.24085216,38726063.66440453,38326976.56413033,14751638.271247648,29296215.576447636,Novosibirsk,Manufacturing,11,675956.7162461143,0
0000000597,1090196.586823952,-479097.17270542926,1037604.814661449,1160645.0126131114,476871.1031504916,860198.7642177804,-123040.19795166235,Novosibirsk,Services,14,67012.74575203359,1
0000000598,37937349.800524555,5991535.101945374,26317483.511383675,5453287.96067784,11334931.038824968,2307556.6961872494,20864195.550705835,Moscow_region,Manufacturing,20,156411.1274147954,0
0000000599,2409476.791114835,95424.1802883416,3755514.3866461255,2850446.7359922915,1603460.9953030527,1533824.1731760304,905067.650653834,Moscow_region,Trade,14,102601.21350503653,1
0000000600,2940880.0646361504,-596647.2275752675,1133853.326835523,829361.2542677972,290497.80015245656,425452.6271088233,304492.07256772567,Moscow_region,Construction,5,151669.38317889537,1
0000000601,15408191.55636926,1537666.328896292,22045543.50970856,6654789.1544510685,12051974.080756787,2809800.8114184346,15390754.355257493,Ekaterinburg,Manufacturing,21,588192.2573084385,0
0000000602,23269092.64906599,2463449.9051418332,33123039.398164034,8738387.188021623,22048941.861056536,2647758.609419525,24384652.21014241,Ekaterinburg,Manufacturing,14,212273.0209909002,0
0000000603,29878072.583181646,2749486.461270768,23628455.759126976,13894636.724593367,9607201.20527114,7514347.671453319,9733819.034533609,Moscow_region,Manufacturing,16,392094.6492430076,0
0000000604,5496610.465041743,493608.03596089256,16487759.784290941,3311956.6059641456,9754188.215262305,1133924.881408202,13175803.178326797,Moscow,Services,20,850084.0443294588,0
0000000605,35312362.6750914,4608449.464024703,98878151.36532342,45494038.011331975,42233398.95784386,26584758.2133782,53384113.35399145,Novosibirsk,Manufacturing,20,349775.80072095536,0
0000000606,3493318.6625298453,-1278762.181141969,6580786.094071904,4951501.079537746,1845139.395987539,3506048.204454686,1629285.0145341586,SPB,IT,10,38767.98434785616,1
0000000607,1958488.6194649683,-928375.1489886454,1174990.5660677175,1384082.0010625608,259815.8042006034,888542.5552814202,-209091.43499484332,Novosibirsk,Construction,9,119927.14713307733,1
0000000608,955042.5833499804,-278598.48460434505,1655419.5000666678,1692015.0444796542,654250.4505118486,1432677.5201050788,-36595.544412986375,SPB,Manufacturing,7,136507.85725385387,1
0000000609,2551423.5415230803,-693130.8898522868,1499331.766346631,1190114.9976261305,304612.4745488359,638580.6083127928,309216.76872050064,Moscow_region,Manufacturing,9,98123.86668813149,1
0000000610,27718907.597232416,4820775.90774716,59837522.7193126,31984144.722955406,27802839.070509233,10751295.830493834,27853377.996357195,Moscow,Manufacturing,24,198782.1741480174,0
0000000611,2554295.368859036,101614.42588803289,1189127.7885895781,1012581.4112043877,465504.67390225147,648054.8851261138,176546.37738519046,Ekaterinburg,Trade,9,136240.5194526088,1
0000000612,4811902.516323088,-354661.3221871236,6531158.942964967,6553341.684111044,2970638.6719453055,4695348.12118629,-22182.74114607647,Moscow_region,Trade,13,116904.53035152105,1
0000000613,1116806.327385907,-209013.6489620807,1982475.7009181303,1816062.960358696,971367.9545934657,1236531.9175432,166412.74055943429,SPB,Construction,8,151473.42543298443,1
0000000614,3521856.059269073,-1191842.019475005,5080239.748054893,5339730.177597904,1582586.6104129185,2707699.961863118,-259490.4295430109,Moscow_region,Trade,8,14123.018102352908,1
0000000615,28497374.623528145,4296908.3835656885,15211445.630083181,5250174.5845113285,8827617.935504898,2911652.1406620285,9961271.045571852,Novosibirsk,Construction,3,548041.9845108499,0
0000000616,46703949.787661016,9093581.96588143,90744218.75493145,41659583.875106335,37095314.02428486,20222848.86371274,49084634.879825115,Moscow,Manufacturing,15,568462.1957904638,0
0000000617,1645540.3171675492,-204985.60914145608,2931580.298549539,2400210.9104694403,1447250.4450856952,1571051.462520127,531369.3880800987,SPB,Trade,4,106654.13700109067,1
0000000618,23305252.481739637,2499627.51747826,26070594.384676002,11942810.442084663,15519603.851513598,6536958.453890491,14127783.94259134,Ekaterinburg,Services,6,833986.2333195718,0
0000000619,1414426.7587193227,70205.00709257007,845923.6802452086,596424.5947987073,206948.98068037393,483312.02376211405,249499.08544650127,Moscow,Trade,14,193999.6347950775,1
0000000620,1624854.215239645,-625598.1676409859,2831178.0866952604,3264375.330721081,1026242.8192336502,2454057.7594171707,-433197.2440258204,Moscow_region,Trade,2,120607.51253480099,1
0000000621,3353659.9175312514,-1052706.0466319341,6339722.282961271,7329376.9311401,1666107.670335548,3780251.0011950256,-989654.6481788289,Ekaterinburg,Manufacturing,5,120476.25010643862,1
0000000622,3042620.3642114326,-634298.7593436935,1056792.683468849,870087.2426061863,357073.78874748223,653784.9114594714,186705.44086266262,Ekaterinburg,Manufacturing,3,198448.04056808975,1
0000000623,32612389.37434884,6374211.976333821,67976782.33476509,17415850.2108961,36223828.26667897,8158133.071088361,50560932.12386899,Novosibirsk,Manufacturing,18,471463.4613586437,0
0000000624,27664603.033519078,5789015.615653399,54158141.59478898,31633078.849351536,32392025.060644604,14450396.467552036,22525062.745437447,Ekaterinburg,Construction,10,348858.25174336316,0
0000000625,334128.6869388863,-102334.5832096677,586787.5716222349,526951.2226577997,152416.3520182873,353013.9366211025,59836.348964435165,SPB,Manufacturing,12,157236.40973813145,1
0000000626,772786.5381938616,-243435.37171527254,1002668.7424606646,753457.9774828039,420157.36365524,493438.4384484414,249210.76497786073,SPB,IT,9,60974.568081276804,1
0000000627,4712266.75164331,-71157.85717565473,5540809.461984543,6024667.906139313,2042582.983700765,4344276.908251943,-483858.4441547701,Ekaterinburg,Services,9,191340.32826100403,1
0000000628,1071210.6996540464,-450763.5629908482,2141452.403688068,2165410.899807062,705172.4854962579,1332303.289419775,-23958.496118993964,SPB,Trade,12,169808.27241705928,1
0000000629,25208906.746501755,4288572.638627177,16542069.567283351,8080632.039454257,7760191.217199285,4085247.8580803014,8461437.527829094,Novosibirsk,Trade,19,301967.09637754085,0
0000000630,2485080.136926346,-282606.44765045797,4344784.218860003,3816043.3416827293,1209671.3245251875,3352926.1432002266,528740.8771772739,Moscow_region,Services,7,51739.605341407,1
0000000631,3284765.2810128564,-280609.2495014386,4458791.703684064,4325204.792537845,1894470.526394194,3421346.047358817,133586.9111462189,Moscow_region,Services,3,101673.68150025596,1
0000000632,650691.0682284766,-229252.9708267229,739889.7458487685,827466.6795066607,184308.53274133874,505401.6270467728,-87576.93365789216,Moscow,Trade,13,66795.96851868331,1
0000000633,740108.4696310627,-218694.48034763802,254542.73260652524,206406.09178099353,110507.52340644809,119812.56327444922,48136.64082553171,Moscow_region,Trade,1,196843.5718875088,1
0000000634,40477480.54336727,8269333.4884246,112845024.76523176,61140131.16409489,68265898.91193223,19301930.67709478,51704893.60113687,SPB,Services,18,880403.6621245389,0
0000000635,1241219.00938246,-43527.70542711683,1906731.8168359539,2269736.539747477,470405.57230331464,1339747.92982579,-363004.7229115232,Ekaterinburg,Construction,11,99622.7657093298,1
0000000636,3675875.506711038,-351027.94938719575,1602795.8884291165,1410031.3308719955,733296.4644389058,836207.1587606283,192764.55755712092,Ekaterinburg,Manufacturing,11,185976.66741877908,1
0000000637,12892757.113757346,2370502.0748214666,35077072.75819513,13468781.467672855,20418081.151824307,4802293.437499431,21608291.290522277,Ekaterinburg,IT,19,581005.5782568582,0
0000000638,4898390.1278821295,-573114.8882197845,7065239.214694826,5795903.9532795865,2989166.7431034874,4637353.361627693,1269335.2614152394,Novosibirsk,Trade,1,109147.86630798597,1
0000000639,38169796.15600299,7351611.843136043,54037589.81855634,11951730.112883,33853456.40509819,7010317.752434203,42085859.70567334,Ekaterinburg,Trade,23,613966.1558519928,0
0000000640,33985371.102874346,2990255.664130565,86556221.0269408,21351311.908032537,51656787.88497445,8590589.271247081,65204909.11890826,Novosibirsk,Trade,9,55571.49149280324,0
0000000641,35486778.012420006,8304176.919159479,41757611.44985318,14539857.27966221,23830084.28317164,8207933.958121576,27217754.17019097,Novosibirsk,Manufacturing,3,916969.3783118209,0
0000000642,2110488.237176044,-508869.211128931,809482.5406421889,643968.5114388431,353868.5971600056,438918.3333083594,165514.02920334577,Moscow_region,Trade,8,142072.7650296958,1
0000000643,1434345.4461873055,-624476.6969086675,1044772.8866823966,1212331.708327624,391243.05203124403,864867.8432944281,-167558.82164522738,Moscow_region,Trade,9,189448.10069758722,1
0000000644,672064.7235670981,-288325.2971913306,814986.3766810052,952136.4479431496,238388.10885223676,807236.9599147551,-137150.07126214437,Ekaterinburg,Trade,10,125034.45220801505,1
0000000645,36560449.72544829,3288025.570138113,52214804.42187004,20921410.41703032,32249975.32772327,6987110.193257061,31293394.00483972,SPB,Trade,8,510819.2636855606,0
0000000646,941223.1557117628,-52419.26025157381,1391027.4211236495,1360334.9673630954,570124.2190957923,904360.3386694748,30692.453760554083,Ekaterinburg,Manufacturing,4,114372.00938534284,1
0000000647,439592.0794918687,-109446.38655676266,587502.2437204035,486414.4165210902,189248.00511956867,375060.8368244965,101087.82719931332,Moscow_region,Services,3,124376.45706514597,1
0000000648,44980547.073164016,10311850.838636054,99599612.22855249,54141574.20780769,42492379.78095176,30292129.170462556,45458038.0207448,SPB,IT,22,438306.5746681015,0
0000000649,12934004.227921128,1475944.7139704302,10831532.887783095,3449525.9282564255,6192226.442620532,1492113.525243839,7382006.959526669,Ekaterinburg,Construction,4,418655.5505479091,0
0000000650,1726803.440376628,-156373.80706748646,964188.8654539292,737757.7823607406,292812.695303815,607234.3746177544,226431.0830931886,Novosibirsk,Construction,5,17912.36424459626,1
0000000651,2663474.203949315,-50709.06819911557,995704.4263844552,826946.6609012479,460741.0761980159,662333.2370715057,168757.7654832073,Ekaterinburg,Trade,3,68780.02679520243,1
0000000652,18946527.92976029,2280062.374313508,35216121.22872488,8067819.850732985,22434057.164617218,2947450.8379025757,27148301.377991896,SPB,Manufacturing,17,319370.6103641653,0
0000000653,1842096.0060448372,-101550.70670747256,1475504.7697649756,1454267.0311823492,625052.3297956063,947574.7499559912,21237.73858262645,Moscow,Trade,9,87217.19449218914,1
0000000654,2770908.7230134616,-377379.9984362746,5086183.507424653,3810942.140379824,1371354.9720357677,2986101.833045783,1275241.3670448284,Moscow,Services,12,34785.767889287425,1
0000000655,1293828.9897933563,-313454.66126401,1688721.0628355285,1930918.1999827754,788052.7105068198,1541439.4354739655,-242197.13714724686,SPB,Construction,13,123252.14690911307,1
0000000656,4303044.314351545,-1029476.92414434,1320950.8884589104,931939.6746604057,429296.90082749014,523753.32816296816,389011.2137985047,Moscow,Construction,5,117001.23380625143,1
0000000657,12287179.741072938,2920533.9541153396,11398999.935409464,2796144.8262530332,6509469.184985768,1561795.4921391015,8602855.10915643,Ekaterinburg,Trade,12,994836.0438502985,0
0000000658,49645190.51825778,6532256.94516327,60492979.12960141,25597705.349526726,29719733.492140207,8343245.742612897,34895273.780074686,Moscow,Manufacturing,14,477104.1852742492,0
0000000659,1505548.56367128,-520542.9858775296,860532.5387855947,672963.805216038,245730.21140476342,549902.9641259905,187568.73356955673,Novosibirsk,IT,13,116361.1872141552,1
0000000660,1395068.7885913993,-477137.60265175765,1631221.084331663,1799796.2463933944,350646.2614279047,1334299.977681482,-168575.16206173133,SPB,Construction,3,64578.962026642854,1
0000000661,49469357.28276605,3015107.681506023,68640621.24470869,26959294.98828485,37816868.42797847,10643010.606403679,41681326.25642384,Moscow,Manufacturing,22,881009.719814526,0
0000000662,4267842.966802337,-841618.9943647492,7272447.029525613,6194320.971934147,2323864.1128541827,3882384.8570771,1078126.0575914662,Ekaterinburg,Services,1,58385.72042216489,1
